disc_year,disc_facility,pl_name,pl_rade,pl_bmasse,hostname,sy_pnum,sy_snum
2024,James Webb,HD-605d,3.19,16.56,HD-605,3,2
2019,TESS,HD-459e,0.93,48.28,HD-459,6,1
2010,TESS,TRAPPIST-890e,3.55,7.76,TRAPPIST-890,4,1
2015,TESS,LHS-792d,4.2,26.7,LHS-792,2,1
2019,Kepler,HD-755e,4.57,31.05,HD-755,6,2
2014,James Webb,WASP-953b,0.64,28.6,WASP-953,3,1
2012,Ground,TRAPPIST-412b,3.05,12.16,TRAPPIST-412,4,1
2019,Hubble,TOI-69d,1.4,42.36,TOI-69,6,1
2019,Kepler,Kepler-701e,2.56,35.84,Kepler-701,7,2
2018,Ground,WASP-976f,4.94,1.05,WASP-976,1,2
2017,Kepler,Kepler-750f,0.84,33.67,Kepler-750,3,2
2019,Hubble,LHS-102d,0.53,15.06,LHS-102,2,1
2014,Hubble,WASP-149d,4.06,8.69,WASP-149,8,1
2010,Ground,Kepler-891e,1.74,46.65,Kepler-891,5,1
2022,TESS,WASP-728c,2.23,24.49,WASP-728,6,1
2021,James Webb,HD-693f,4.56,46.61,HD-693,5,1
2021,Ground,LHS-848d,0.65,34.57,LHS-848,4,1
2019,Kepler,LHS-99c,2.43,37.5,LHS-99,8,2
2020,Kepler,LHS-169e,4.86,45.59,LHS-169,1,1
2011,Kepler,Kepler-238e,2.69,6.15,Kepler-238,5,1
2010,James Webb,TRAPPIST-479d,3.51,22.57,TRAPPIST-479,8,1
2021,Hubble,LHS-338d,1.31,6.9,LHS-338,8,1
2014,Kepler,WASP-428f,1.32,16.82,WASP-428,5,1
2012,Spitzer,Kepler-916f,2.25,6.9,Kepler-916,8,2
2015,TESS,HD-182d,2.71,5.11,HD-182,3,2
2019,James Webb,TOI-206c,0.88,26.9,TOI-206,8,2
2010,TESS,HD-192e,4.82,21.76,HD-192,4,2
2013,TESS,TOI-143f,4.81,45.23,TOI-143,7,2
2023,TESS,WASP-275d,0.5,17.06,WASP-275,4,2
2016,Hubble,Kepler-970c,4.73,9.74,Kepler-970,3,2
2010,Spitzer,HD-475d,3.76,40.13,HD-475,7,2
2018,Spitzer,LHS-608b,3.25,32.88,LHS-608,3,1
2017,Spitzer,WASP-320b,4.72,4.76,WASP-320,5,2
2011,James Webb,LHS-630e,1.75,18.13,LHS-630,6,2
2015,James Webb,WASP-164c,2.69,38.04,WASP-164,3,2
2022,TESS,HD-581f,2.75,45.64,HD-581,8,2
2014,James Webb,LHS-213b,2.47,29.15,LHS-213,8,2
2015,Hubble,TRAPPIST-910c,1.95,1.71,TRAPPIST-910,5,1
2020,Ground,HD-117f,0.96,44.58,HD-117,4,1
2013,James Webb,TRAPPIST-483e,1.04,22.81,TRAPPIST-483,2,1
2013,Kepler,LHS-670e,4.59,44.28,LHS-670,6,2
2018,TESS,LHS-909f,3.37,7.84,LHS-909,1,1
2017,TESS,WASP-820f,2.55,36.55,WASP-820,1,1
2012,Spitzer,LHS-218f,3.19,1.54,LHS-218,7,2
2023,TESS,HD-731c,0.57,9.53,HD-731,2,1
2011,Kepler,TOI-931e,3.27,1.33,TOI-931,1,2
2014,Ground,TOI-351d,1.78,40.97,TOI-351,6,2
2022,Hubble,LHS-529d,2.62,23.59,LHS-529,8,2
2011,Spitzer,TOI-256f,0.54,30.31,TOI-256,1,1
2020,TESS,WASP-273e,4.13,16.32,WASP-273,5,1
2012,James Webb,LHS-932f,2.76,10.64,LHS-932,7,1
2022,Ground,WASP-564d,1.93,23.67,WASP-564,2,1
2017,Kepler,HD-468e,3.17,44.45,HD-468,3,2
2010,Hubble,TRAPPIST-638e,2.03,2.13,TRAPPIST-638,3,1
2011,Spitzer,TOI-506b,0.93,31.84,TOI-506,7,1
2023,TESS,TOI-189d,3.44,9.0,TOI-189,8,1
2023,James Webb,TOI-669d,1.13,36.67,TOI-669,1,2
2011,Kepler,TRAPPIST-873e,4.47,20.86,TRAPPIST-873,3,2
2021,TESS,Kepler-626b,4.66,37.05,Kepler-626,6,2
2024,James Webb,TRAPPIST-279c,1.28,40.63,TRAPPIST-279,6,1
2012,Ground,TOI-346b,4.73,25.26,TOI-346,3,2
2019,Ground,Kepler-202c,3.99,5.51,Kepler-202,2,1
2015,Kepler,TOI-738b,2.15,14.91,TOI-738,3,1
2014,James Webb,Kepler-198e,2.6,29.35,Kepler-198,6,1
2011,Kepler,TRAPPIST-884b,0.81,29.03,TRAPPIST-884,7,2
2016,Ground,TRAPPIST-816b,4.29,44.69,TRAPPIST-816,6,2
2016,Hubble,HD-187f,2.14,48.65,HD-187,6,1
2010,TESS,TRAPPIST-473b,1.73,36.07,TRAPPIST-473,7,2
2016,Hubble,WASP-994c,3.82,0.74,WASP-994,4,2
2014,Spitzer,TOI-318d,1.05,11.4,TOI-318,8,1
2024,Hubble,Kepler-516d,4.53,0.3,Kepler-516,2,1
2016,Spitzer,TOI-285b,2.03,30.39,TOI-285,8,2
2020,Kepler,WASP-526e,1.48,29.85,WASP-526,3,2
2010,Ground,Kepler-26f,2.5,10.35,Kepler-26,7,1
2010,Spitzer,TRAPPIST-757e,1.15,29.99,TRAPPIST-757,3,2
2016,Kepler,WASP-886d,0.95,0.74,WASP-886,3,1
2016,James Webb,HD-696c,2.03,23.11,HD-696,8,2
2020,Hubble,WASP-196b,1.79,42.42,WASP-196,5,1
2017,James Webb,WASP-140d,2.68,35.55,WASP-140,8,2
2012,Ground,TOI-751e,2.29,10.93,TOI-751,1,2
2021,James Webb,LHS-971d,4.1,7.93,LHS-971,7,1
2018,Kepler,TRAPPIST-520d,2.74,16.8,TRAPPIST-520,3,1
2013,James Webb,WASP-989f,2.85,25.13,WASP-989,2,2
2022,Hubble,WASP-996f,1.72,44.3,WASP-996,4,2
2013,Hubble,TOI-475b,3.42,48.24,TOI-475,6,2
2014,Kepler,TOI-903b,2.27,40.29,TOI-903,8,2
2024,Hubble,Kepler-469b,4.09,9.63,Kepler-469,3,1
2022,James Webb,TRAPPIST-694e,4.68,4.23,TRAPPIST-694,4,1
2013,James Webb,TRAPPIST-539c,2.64,42.54,TRAPPIST-539,6,1
2015,Ground,Kepler-731e,4.44,44.99,Kepler-731,7,1
2015,Hubble,HD-772c,3.04,37.26,HD-772,5,2
2013,TESS,WASP-727b,4.24,6.26,WASP-727,2,1
2024,Ground,Kepler-195e,3.99,39.05,Kepler-195,8,2
2021,TESS,HD-855e,2.14,9.49,HD-855,6,2
2022,TESS,TOI-362d,4.07,4.57,TOI-362,7,1
2011,Hubble,TRAPPIST-781f,4.37,0.82,TRAPPIST-781,7,1
2018,James Webb,WASP-456b,1.11,44.91,WASP-456,4,1
2020,Spitzer,LHS-280b,3.49,42.16,LHS-280,6,2
2010,Kepler,HD-469c,3.31,12.68,HD-469,1,1
2012,TESS,LHS-535f,1.59,12.98,LHS-535,3,2
2019,Spitzer,LHS-157b,0.56,48.77,LHS-157,6,1
2024,James Webb,TRAPPIST-745c,4.55,40.22,TRAPPIST-745,7,1
2019,James Webb,HD-39c,3.44,10.78,HD-39,7,2
2015,Kepler,WASP-194f,1.78,47.51,WASP-194,5,2
2011,Ground,WASP-468b,2.73,8.17,WASP-468,7,1
2022,Kepler,HD-199e,2.03,24.76,HD-199,1,2
2019,Ground,TRAPPIST-841b,1.89,29.98,TRAPPIST-841,5,1
2023,Hubble,WASP-12b,2.21,21.62,WASP-12,5,1
2015,Kepler,TRAPPIST-972e,2.29,39.8,TRAPPIST-972,7,1
2020,James Webb,LHS-568b,3.75,10.2,LHS-568,3,2
2020,James Webb,HD-407d,1.14,24.05,HD-407,1,2
2021,Ground,LHS-593c,0.76,25.39,LHS-593,8,2
2014,Spitzer,TRAPPIST-543e,1.73,47.12,TRAPPIST-543,8,2
2018,TESS,TRAPPIST-670e,2.23,10.47,TRAPPIST-670,1,1
2021,Kepler,LHS-684c,0.72,37.09,LHS-684,3,1
2011,Ground,LHS-737d,0.73,19.88,LHS-737,8,1
2015,James Webb,LHS-691d,3.7,30.45,LHS-691,1,2
2017,Hubble,Kepler-144f,1.48,47.58,Kepler-144,6,1
2024,Ground,WASP-467f,3.44,37.84,WASP-467,8,1
2019,Kepler,TOI-892b,3.45,27.15,TOI-892,1,1
2015,Ground,HD-276c,2.51,29.38,HD-276,1,1
2019,Kepler,TRAPPIST-953b,3.33,18.95,TRAPPIST-953,3,2
2011,Ground,LHS-32b,4.64,23.06,LHS-32,8,2
2019,Kepler,LHS-919c,4.22,13.06,LHS-919,2,1
2013,TESS,WASP-29f,3.87,45.03,WASP-29,3,2
2015,Hubble,HD-674b,1.38,44.54,HD-674,6,2
2016,Hubble,LHS-72c,1.23,35.15,LHS-72,3,1
2012,James Webb,LHS-204f,2.15,27.11,LHS-204,2,1
2013,Ground,LHS-9d,2.96,46.11,LHS-9,1,2
2010,James Webb,Kepler-669d,5.0,25.2,Kepler-669,6,1
2021,Hubble,WASP-203d,2.56,1.16,WASP-203,4,1
2013,Ground,HD-847e,3.71,9.2,HD-847,6,2
2021,Hubble,TOI-482f,3.92,2.31,TOI-482,7,2
2015,James Webb,HD-95b,2.84,36.84,HD-95,7,2
2017,Hubble,LHS-337f,3.95,3.64,LHS-337,1,2
2016,Spitzer,Kepler-385c,3.19,49.33,Kepler-385,3,2
2022,Kepler,TRAPPIST-584f,1.3,3.87,TRAPPIST-584,1,2
2014,TESS,Kepler-604d,4.05,12.13,Kepler-604,4,1
2012,TESS,TOI-696b,1.26,6.19,TOI-696,3,1
2018,Kepler,Kepler-640b,4.21,36.94,Kepler-640,4,1
2012,James Webb,TRAPPIST-919d,3.83,40.85,TRAPPIST-919,7,1
2020,TESS,WASP-261f,3.34,17.3,WASP-261,3,1
2021,Hubble,HD-241b,4.67,21.59,HD-241,1,2
2014,Hubble,WASP-445f,2.17,46.29,WASP-445,6,1
2020,Kepler,HD-291d,0.91,23.22,HD-291,1,2
2012,Ground,HD-637e,1.77,46.16,HD-637,8,2
2010,Spitzer,HD-487e,4.07,28.98,HD-487,8,2
2012,Hubble,Kepler-842c,3.16,35.44,Kepler-842,7,1
2022,Ground,TRAPPIST-287d,4.16,28.07,TRAPPIST-287,4,1
2023,James Webb,Kepler-238b,1.9,47.19,Kepler-238,3,1
2018,Kepler,LHS-397d,4.46,29.73,LHS-397,6,2
2013,Ground,HD-210d,2.19,26.99,HD-210,1,2
2020,Kepler,WASP-861b,4.42,18.82,WASP-861,3,1
2020,TESS,TOI-790e,3.01,46.43,TOI-790,3,2
2014,TESS,Kepler-520f,1.06,49.51,Kepler-520,8,2
2017,James Webb,TOI-840e,0.6,9.93,TOI-840,5,1
2024,TESS,WASP-66f,4.43,15.37,WASP-66,8,1
2015,Spitzer,TOI-23c,4.73,26.24,TOI-23,4,2
2022,Hubble,TOI-867d,4.19,18.31,TOI-867,2,2
2015,TESS,TRAPPIST-46f,3.6,34.86,TRAPPIST-46,8,2
2020,TESS,TOI-456e,4.63,15.04,TOI-456,2,1
2023,Kepler,TOI-325f,3.14,7.36,TOI-325,1,1
2020,James Webb,TRAPPIST-250f,4.64,0.75,TRAPPIST-250,2,2
2013,James Webb,Kepler-949e,0.9,18.7,Kepler-949,8,2
2010,TESS,TOI-183b,3.45,39.44,TOI-183,1,2
2021,Ground,LHS-934d,4.06,49.45,LHS-934,1,2
2010,Ground,Kepler-35b,3.64,1.16,Kepler-35,2,2
2013,Ground,WASP-60e,2.67,44.9,WASP-60,5,1
2023,Hubble,WASP-512d,3.42,9.5,WASP-512,1,1
2017,Spitzer,WASP-151b,1.36,6.33,WASP-151,6,2
2020,TESS,TRAPPIST-719b,3.89,34.71,TRAPPIST-719,2,1
2021,Hubble,TRAPPIST-374e,1.3,7.2,TRAPPIST-374,6,2
2022,Kepler,TOI-46e,1.02,30.09,TOI-46,2,1
2017,Kepler,LHS-501f,4.27,25.46,LHS-501,2,1
2014,Spitzer,Kepler-280d,3.98,26.95,Kepler-280,3,1
2022,TESS,TRAPPIST-139e,2.81,30.11,TRAPPIST-139,8,2
2010,Hubble,TOI-316e,2.84,29.47,TOI-316,6,2
2021,Hubble,TRAPPIST-396f,3.64,45.26,TRAPPIST-396,7,1
2021,Hubble,TRAPPIST-805e,2.3,26.49,TRAPPIST-805,4,1
2016,TESS,WASP-159d,4.21,34.49,WASP-159,8,2
2022,James Webb,TRAPPIST-130f,4.51,49.85,TRAPPIST-130,8,2
2019,Spitzer,HD-352f,2.78,37.95,HD-352,7,2
2022,Hubble,Kepler-880b,3.69,26.44,Kepler-880,4,1
2016,Hubble,Kepler-232c,4.8,21.54,Kepler-232,3,2
2017,Ground,Kepler-766e,2.61,36.22,Kepler-766,3,1
2021,TESS,TRAPPIST-813f,0.76,11.1,TRAPPIST-813,2,2
2019,Ground,TOI-163b,2.05,1.14,TOI-163,1,2
2011,TESS,TOI-116d,2.17,7.61,TOI-116,4,1
2023,Hubble,HD-567c,4.21,39.48,HD-567,4,1
2022,Hubble,Kepler-988b,2.87,1.25,Kepler-988,4,1
2013,James Webb,TRAPPIST-989b,1.2,4.64,TRAPPIST-989,8,1
2014,James Webb,WASP-670b,0.53,5.25,WASP-670,2,2
2013,James Webb,LHS-8f,4.97,46.3,LHS-8,1,1
2018,Spitzer,TOI-985c,3.7,35.94,TOI-985,8,1
2019,Ground,HD-40b,3.44,25.13,HD-40,5,2
2021,Kepler,TRAPPIST-169d,3.33,33.1,TRAPPIST-169,8,1
2018,Hubble,TRAPPIST-850d,3.62,48.81,TRAPPIST-850,5,2
2010,Ground,LHS-72e,2.69,4.15,LHS-72,5,2
2016,Kepler,LHS-956c,3.36,0.93,LHS-956,2,2
2010,James Webb,TOI-731f,3.89,6.23,TOI-731,8,2
2023,Hubble,TOI-58e,4.12,2.19,TOI-58,4,1
2015,Kepler,WASP-974e,1.7,41.03,WASP-974,8,1
2013,TESS,TRAPPIST-427f,1.17,16.89,TRAPPIST-427,1,2
2010,Spitzer,TOI-820b,2.87,3.42,TOI-820,8,1
2011,TESS,HD-693d,1.19,25.41,HD-693,3,2
2023,Kepler,HD-189c,1.54,13.15,HD-189,5,2
2012,James Webb,TRAPPIST-680f,2.68,5.25,TRAPPIST-680,2,2
2020,Ground,LHS-760e,3.67,42.83,LHS-760,4,1
2013,Spitzer,TRAPPIST-841c,0.75,22.89,TRAPPIST-841,4,2
2017,James Webb,HD-689c,2.71,24.35,HD-689,2,1
2018,Spitzer,HD-80d,4.48,45.87,HD-80,4,1
2022,Kepler,HD-955f,4.38,37.97,HD-955,6,2
2019,TESS,HD-100e,0.86,43.77,HD-100,2,1
2018,TESS,LHS-787c,1.49,26.29,LHS-787,1,2
2012,Hubble,TOI-807f,1.58,43.45,TOI-807,1,2
2012,TESS,TRAPPIST-228c,1.49,3.9,TRAPPIST-228,1,1
2024,TESS,TRAPPIST-251e,1.67,19.11,TRAPPIST-251,5,2
2011,Kepler,HD-797f,0.86,33.92,HD-797,4,1
2024,TESS,TRAPPIST-159d,3.88,6.56,TRAPPIST-159,6,1
2023,Ground,WASP-817c,4.14,22.37,WASP-817,2,2
2013,James Webb,Kepler-349e,2.96,24.65,Kepler-349,1,2
2019,Kepler,LHS-556e,3.43,47.44,LHS-556,1,1
2021,TESS,WASP-561f,4.46,39.84,WASP-561,1,2
2021,Kepler,Kepler-733d,4.97,21.0,Kepler-733,7,1
2016,Spitzer,TRAPPIST-286f,2.21,9.34,TRAPPIST-286,5,2
2016,Hubble,LHS-918c,3.28,38.31,LHS-918,5,2
2015,Hubble,HD-627e,1.62,0.63,HD-627,1,1
2024,Kepler,TOI-607c,4.26,24.5,TOI-607,3,1
2012,TESS,Kepler-956e,1.09,42.71,Kepler-956,2,2
2017,Ground,HD-39f,0.7,39.97,HD-39,1,1
2022,Kepler,Kepler-975f,1.14,29.47,Kepler-975,2,1
2013,Hubble,TOI-93e,3.13,12.1,TOI-93,5,2
2022,James Webb,TOI-414b,4.64,27.07,TOI-414,6,1
2014,Ground,TOI-255e,3.08,42.05,TOI-255,2,1
2010,Kepler,Kepler-597b,0.8,48.25,Kepler-597,8,2
2012,TESS,HD-535d,1.96,37.8,HD-535,7,1
2016,TESS,HD-928c,4.27,22.02,HD-928,8,2
2020,James Webb,HD-599e,3.81,44.4,HD-599,8,1
2024,Spitzer,WASP-924b,0.83,0.98,WASP-924,8,2
2014,TESS,WASP-559b,1.17,47.72,WASP-559,5,2
2010,Hubble,HD-554c,2.42,8.14,HD-554,1,2
2016,James Webb,Kepler-519b,1.29,15.88,Kepler-519,4,1
2021,Kepler,Kepler-805d,3.48,49.01,Kepler-805,6,2
2022,Ground,LHS-3f,1.23,49.89,LHS-3,6,2
2011,James Webb,LHS-207f,2.39,42.3,LHS-207,3,1
2021,Spitzer,TOI-799d,1.6,40.77,TOI-799,8,2
2011,TESS,TOI-568c,2.92,18.05,TOI-568,6,1
2019,Ground,TOI-111e,2.17,0.36,TOI-111,5,1
2013,James Webb,WASP-119f,0.85,49.21,WASP-119,2,1
2018,Spitzer,TRAPPIST-403c,2.69,8.76,TRAPPIST-403,2,1
2010,Hubble,HD-422d,2.66,2.98,HD-422,5,1
2019,Spitzer,TRAPPIST-563d,1.59,49.53,TRAPPIST-563,5,1
2011,James Webb,LHS-509d,4.46,38.86,LHS-509,1,2
2018,Ground,Kepler-51c,2.47,2.74,Kepler-51,8,1
2014,Spitzer,TOI-99e,3.58,25.58,TOI-99,2,2
2021,Kepler,TRAPPIST-443b,4.61,17.67,TRAPPIST-443,7,2
2012,Hubble,WASP-449c,4.34,35.12,WASP-449,1,1
2011,Spitzer,TRAPPIST-389d,4.17,27.92,TRAPPIST-389,6,2
2010,Ground,Kepler-979c,0.51,8.64,Kepler-979,8,1
2021,Hubble,TOI-622c,4.12,23.58,TOI-622,8,1
2014,Spitzer,WASP-498b,3.7,44.57,WASP-498,2,1
2019,Spitzer,HD-775f,1.01,29.88,HD-775,2,1
2017,Kepler,TRAPPIST-66c,4.82,26.92,TRAPPIST-66,7,1
2011,James Webb,TOI-763f,0.59,25.59,TOI-763,2,1
2018,James Webb,TOI-17e,1.39,20.82,TOI-17,8,1
2015,Kepler,WASP-137c,3.24,2.86,WASP-137,3,2
2023,Kepler,Kepler-373d,1.46,18.56,Kepler-373,7,1
2023,Ground,WASP-898c,3.56,25.88,WASP-898,2,2
2010,Hubble,LHS-345f,3.32,48.16,LHS-345,1,2
2024,Spitzer,WASP-872e,2.19,37.27,WASP-872,6,2
2010,James Webb,HD-721e,3.02,10.79,HD-721,5,1
2021,Ground,TOI-345d,0.72,16.0,TOI-345,4,1
2012,Hubble,TOI-92d,3.68,35.22,TOI-92,2,2
2013,Ground,TOI-337c,4.34,5.95,TOI-337,6,1
2023,TESS,HD-340c,3.47,34.88,HD-340,7,2
2011,Kepler,LHS-18e,4.57,35.28,LHS-18,2,1
2013,James Webb,LHS-273c,1.75,2.75,LHS-273,8,1
2015,Spitzer,TRAPPIST-134e,4.39,29.25,TRAPPIST-134,3,2
2024,Hubble,WASP-30c,0.51,3.09,WASP-30,8,2
2024,Spitzer,TRAPPIST-744f,2.11,40.86,TRAPPIST-744,3,2
2011,James Webb,TOI-93e,4.25,11.77,TOI-93,4,2
2023,Hubble,TOI-775d,2.62,45.07,TOI-775,1,1
2011,James Webb,WASP-3e,2.88,18.81,WASP-3,8,2
2016,James Webb,HD-518c,1.08,15.87,HD-518,6,2
2022,Hubble,TOI-70b,3.54,8.58,TOI-70,3,1
2013,Spitzer,Kepler-78f,0.56,9.94,Kepler-78,3,1
2023,Kepler,TRAPPIST-880d,4.64,41.21,TRAPPIST-880,1,2
2015,Ground,Kepler-123c,2.61,27.28,Kepler-123,2,1
2023,James Webb,HD-46c,0.86,6.03,HD-46,4,2
2018,James Webb,HD-42f,1.25,33.79,HD-42,6,1
2011,Kepler,TOI-388e,1.96,30.11,TOI-388,2,1
2014,Kepler,TRAPPIST-788f,3.68,19.44,TRAPPIST-788,6,2
2014,Hubble,LHS-657b,2.47,6.5,LHS-657,4,1
2013,Spitzer,LHS-985c,0.91,9.2,LHS-985,6,1
2017,Ground,LHS-977c,4.8,17.68,LHS-977,1,2
2022,Hubble,Kepler-347f,4.86,12.45,Kepler-347,6,1
2019,James Webb,TRAPPIST-130e,4.44,5.21,TRAPPIST-130,2,2
2010,Kepler,HD-848e,0.7,33.68,HD-848,3,2
2015,Hubble,Kepler-82d,1.5,24.65,Kepler-82,6,2
2011,Hubble,LHS-918d,1.78,47.28,LHS-918,3,1
2016,James Webb,TRAPPIST-665e,4.9,45.48,TRAPPIST-665,5,2
2014,TESS,WASP-685d,4.09,2.36,WASP-685,4,2
2017,Ground,TOI-960c,0.85,5.96,TOI-960,5,1
2015,Spitzer,TRAPPIST-758b,3.27,30.35,TRAPPIST-758,7,2
2021,James Webb,HD-111b,2.13,2.55,HD-111,2,2
2014,James Webb,LHS-131d,1.4,13.03,LHS-131,2,1
2016,Ground,Kepler-738b,2.2,17.35,Kepler-738,3,1
2018,Hubble,Kepler-633b,4.13,4.94,Kepler-633,2,2
2016,Spitzer,TRAPPIST-212d,4.01,28.27,TRAPPIST-212,7,1
2012,Kepler,TOI-387d,2.17,46.3,TOI-387,2,2
2022,TESS,HD-502b,0.77,9.7,HD-502,7,1
2017,Ground,HD-116e,3.17,30.21,HD-116,1,1
2018,Kepler,Kepler-706d,2.45,1.39,Kepler-706,2,2
2022,Kepler,WASP-604c,4.37,39.14,WASP-604,5,2
2023,Spitzer,WASP-691e,2.16,4.32,WASP-691,7,1
2021,James Webb,TRAPPIST-478c,3.46,48.7,TRAPPIST-478,4,1
2022,Ground,LHS-113c,1.05,6.75,LHS-113,5,1
2018,Kepler,TRAPPIST-352e,0.54,5.92,TRAPPIST-352,3,1
2020,Hubble,HD-620c,1.8,35.45,HD-620,3,1
2012,Kepler,TRAPPIST-239f,2.49,44.14,TRAPPIST-239,3,2
2023,TESS,WASP-527c,0.73,14.18,WASP-527,6,2
2023,Hubble,LHS-598b,1.89,3.89,LHS-598,5,2
2012,Kepler,Kepler-187f,3.3,17.27,Kepler-187,8,1
2015,Ground,Kepler-676d,3.71,6.12,Kepler-676,5,2
2012,Ground,Kepler-309c,4.53,26.12,Kepler-309,3,1
2014,TESS,HD-919f,0.96,49.81,HD-919,2,1
2017,Spitzer,Kepler-671f,1.67,17.27,Kepler-671,4,1
2013,Kepler,Kepler-373e,2.3,34.27,Kepler-373,2,1
2021,Hubble,TRAPPIST-606c,2.58,31.95,TRAPPIST-606,6,2
2021,Spitzer,LHS-511c,3.42,2.94,LHS-511,6,1
2015,Hubble,WASP-371d,3.34,45.24,WASP-371,8,2
2020,Hubble,TRAPPIST-393e,4.38,24.0,TRAPPIST-393,1,1
2013,James Webb,Kepler-564c,0.87,11.4,Kepler-564,6,2
2015,Spitzer,TRAPPIST-932b,3.34,46.0,TRAPPIST-932,6,1
2020,TESS,WASP-431d,4.2,12.92,WASP-431,3,2
2024,Spitzer,Kepler-78e,3.52,47.56,Kepler-78,8,1
2017,Kepler,HD-617f,2.69,36.48,HD-617,1,1
2017,Spitzer,WASP-815c,1.13,3.39,WASP-815,7,2
2016,Spitzer,Kepler-704f,3.58,9.14,Kepler-704,2,2
2021,James Webb,LHS-995f,4.98,5.97,LHS-995,4,2
2024,Ground,TOI-838e,4.75,35.19,TOI-838,7,1
2016,James Webb,LHS-972c,2.96,22.17,LHS-972,5,2
2013,Spitzer,TOI-436b,0.62,38.05,TOI-436,2,2
2013,Ground,LHS-529f,2.23,41.37,LHS-529,6,2
2012,Hubble,WASP-63d,0.58,48.25,WASP-63,4,2
2020,Hubble,TRAPPIST-326b,2.16,18.09,TRAPPIST-326,3,1
2015,Hubble,LHS-431c,4.77,25.64,LHS-431,1,2
2024,Ground,LHS-678b,1.3,29.55,LHS-678,6,2
2022,Hubble,HD-366e,3.13,5.7,HD-366,5,2
2023,TESS,WASP-138f,2.49,6.42,WASP-138,2,2
2012,Hubble,LHS-331f,1.65,25.38,LHS-331,7,1
2019,Kepler,WASP-683b,2.54,41.28,WASP-683,6,1
2023,Spitzer,WASP-368b,3.66,23.36,WASP-368,3,2
2023,Spitzer,TOI-165b,2.61,28.05,TOI-165,8,1
2014,Kepler,TOI-812e,4.98,24.38,TOI-812,3,1
2019,James Webb,TOI-947b,2.33,27.73,TOI-947,3,2
2020,TESS,TOI-861b,3.14,22.26,TOI-861,2,2
2014,Hubble,WASP-161c,2.26,41.42,WASP-161,6,1
2019,Spitzer,LHS-993e,3.37,27.93,LHS-993,8,2
2016,Spitzer,LHS-88b,4.03,18.75,LHS-88,1,2
2019,TESS,HD-18b,0.51,26.83,HD-18,6,1
2020,Kepler,HD-255c,0.64,42.35,HD-255,7,2
2021,Hubble,TRAPPIST-467c,3.88,24.11,TRAPPIST-467,3,1
2021,Ground,TOI-551d,4.33,29.59,TOI-551,5,2
2011,Spitzer,TRAPPIST-717d,4.27,2.31,TRAPPIST-717,1,1
2022,Spitzer,TOI-828d,3.91,23.92,TOI-828,3,1
2018,Ground,TOI-562d,2.48,39.05,TOI-562,8,2
2015,Spitzer,WASP-501d,4.92,19.55,WASP-501,8,1
2022,Kepler,TOI-607d,2.43,25.02,TOI-607,7,2
2022,TESS,TRAPPIST-961c,2.14,13.22,TRAPPIST-961,1,2
2014,Ground,WASP-26b,4.97,3.23,WASP-26,1,2
2011,Hubble,LHS-335d,3.86,18.85,LHS-335,1,1
2014,Kepler,WASP-278c,2.63,28.73,WASP-278,5,1
2019,Kepler,TOI-210c,4.94,10.66,TOI-210,6,2
2014,TESS,HD-91c,4.7,4.3,HD-91,6,2
2011,Hubble,Kepler-362e,3.96,38.36,Kepler-362,5,1
2016,Hubble,LHS-77c,2.03,41.16,LHS-77,4,1
2018,Hubble,WASP-604d,0.51,23.13,WASP-604,3,2
2022,TESS,WASP-762b,3.14,33.9,WASP-762,2,2
2010,TESS,LHS-562d,2.57,3.07,LHS-562,4,1
2020,Hubble,Kepler-581b,2.3,30.65,Kepler-581,7,1
2011,Ground,WASP-174f,1.58,40.95,WASP-174,6,2
2014,James Webb,TRAPPIST-919c,1.71,35.33,TRAPPIST-919,3,1
2010,Kepler,HD-977e,4.0,38.94,HD-977,6,2
2018,Kepler,TRAPPIST-477d,1.0,36.1,TRAPPIST-477,8,2
2018,Spitzer,TRAPPIST-413d,4.95,0.28,TRAPPIST-413,7,1
2021,James Webb,HD-346f,3.82,31.93,HD-346,3,2
2020,Hubble,TRAPPIST-341e,2.56,32.37,TRAPPIST-341,1,1
2018,Ground,TRAPPIST-357c,2.3,31.48,TRAPPIST-357,8,1
2020,James Webb,TRAPPIST-678e,3.86,48.14,TRAPPIST-678,5,1
2024,TESS,Kepler-395f,3.68,48.33,Kepler-395,1,2
2018,James Webb,TOI-85c,3.31,46.81,TOI-85,5,1
2015,Kepler,LHS-511b,2.96,4.71,LHS-511,7,2
2018,Spitzer,TOI-932c,2.56,37.18,TOI-932,5,1
2011,Hubble,Kepler-195e,4.43,38.69,Kepler-195,2,2
2011,Spitzer,TRAPPIST-363c,3.93,34.28,TRAPPIST-363,7,2
2020,Spitzer,WASP-145f,4.66,25.13,WASP-145,2,2
2017,TESS,HD-707d,5.0,48.46,HD-707,3,1
2015,James Webb,LHS-26c,3.45,10.77,LHS-26,2,2
2021,James Webb,LHS-858b,3.67,6.47,LHS-858,7,2
2024,James Webb,TRAPPIST-705d,0.98,8.91,TRAPPIST-705,4,2
2020,Hubble,Kepler-24e,0.86,20.1,Kepler-24,6,2
2019,Ground,WASP-858d,2.33,47.99,WASP-858,4,2
2020,James Webb,LHS-948e,3.75,6.24,LHS-948,7,2
2010,Ground,TRAPPIST-217c,1.7,10.05,TRAPPIST-217,8,2
2021,Spitzer,HD-329d,0.87,12.49,HD-329,7,2
